GeoID,County,State,Pop_2000,Pop_2001,Pop_2002,Pop_2003,Pop_2004,Pop_2005,Pop_2006,Pop_2007,Pop_2008,Pop_2009,Pop_2010,Pop_2011,Pop_2012,Pop_2013,Pop_2014,Pop_2015,Pop_2016,Pop_2017,Pop_2018
27075,Winnebago County,Iowa,11778,11586,11403,11412,11321,11340,11138,10986,10927,10917,10866,10777,10790,10704,10600,10547,10524,10516,10658
19189,Lake County,Minnesota,11083,11145,11128,11162,11100,11014,10962,10938,10872,10872,10866,10694,10601,10429,10554,10597,10597,10588,10518
27075,Lake County,Minnesota,11083,11145,11128,11162,11100,11014,10962,10938,10872,10872,10866,10777,10790,10704,10600,10547,10524,10516,10658
19191,Winneshiek County,Iowa,21265,21258,21183,21006,21040,21060,21012,21078,20980,21025,21056,21048,21039,20839,20694,20736,20413,20131,20029
19193,Woodbury County,Iowa,103786,103129,102666,102039,101816,100589,100693,100492,100910,101581,102172,102707,102318,102288,102309,102491,102600,102052,102539
19195,Worth County,Iowa,7894,7797,7795,7734,7731,7742,7649,7655,7632,7610,7598,7560,7496,7489,7557,7502,7470,7461,7453
19197,Wright County,Iowa,14327,14133,13957,13831,13808,13717,13588,13492,13375,13262,13229,13033,13019,12982,12905,12843,12835,12749,12690
20001,Allen County,Kansas,14393,14171,14110,13940,13923,13733,13639,13545,13422,13407,13371,13348,13305,13067,12890,12662,12634,12518,12444
20003,Anderson County,Kansas,8091,8195,8143,8190,8101,8087,8023,8040,8158,8101,8102,8059,7918,7853,7881,7817,7815,7860,7878
20005,Atchison County,Kansas,16796,16868,16823,16875,16937,16865,16902,16864,16820,16965,16924,16754,16775,16690,16524,16419,16376,16301,16193
20007,Barber County,Kansas,5292,5158,5088,5049,5004,4984,5003,4927,4844,4882,4861,4922,4868,4910,4882,4824,4673,4583,4472
20009,Barton County,Kansas,28163,27771,27684,27581,27390,27536,27460,27492,27314,27526,27674,27694,27526,27453,27345,27173,26896,26432,26111
20011,Bourbon County,Kansas,15366,15368,15200,15187,15110,15002,14990,15038,15127,15157,15173,14944,14878,14836,14798,14742,14642,14676,14653
20013,Brown County,Kansas,10709,10555,10373,10271,10253,10087,10111,10036,9988,9972,9984,9971,9864,9910,9781,9698,9633,9612,9598
20015,Butler County,Kansas,59681,59894,60473,61056,61849,62547,63571,64213,64941,65617,65880,65836,65673,65676,65867,66245,66628,66836,66765
20017,Chase County,Kansas,3019,2966,3008,2942,2996,2962,2949,2840,2810,2779,2790,2768,2742,2689,2653,2655,2631,2658,2629
20019,Chautauqua County,Kansas,4344,4240,4183,4143,4139,3989,3836,3757,3735,3691,3669,3608,3558,3528,3455,3386,3359,3328,3309
20021,Cherokee County,Kansas,22554,22338,22185,22138,22124,21750,21855,21896,21720,21658,21603,21357,21191,20898,20766,20527,20232,20114,20015
20023,Cheyenne County,Kansas,3157,3083,3033,2957,2922,2880,2866,2810,2778,2743,2726,2693,2667,2671,2686,2677,2674,2690,2660
20025,Clark County,Kansas,2402,2393,2372,2364,2358,2298,2252,2200,2225,2242,2215,2120,2165,2178,2114,2081,2064,1999,2005
20027,Clay County,Kansas,8827,8730,8607,8493,8447,8444,8458,8527,8618,8500,8535,8530,8506,8389,8302,8294,8101,8016,7997
20029,Cloud County,Kansas,10238,10090,9948,9886,9739,9741,9560,9525,9541,9545,9533,9420,9417,9356,9332,9200,9095,8944,8729
20031,Coffey County,Kansas,8932,8828,8784,8795,8694,8622,8652,8542,8563,8566,8601,8486,8468,8378,8395,8290,8333,8228,8233
20033,Comanche County,Kansas,1955,1984,1956,1910,1905,1931,1842,1841,1902,1878,1891,1882,1912,1926,1950,1827,1840,1767,1748
30059,Comanche County,Kansas,1955,1984,1956,1910,1905,1931,1842,1841,1902,1878,1891,1877,1886,1904,1856,1822,1846,1856,1866
20033,Meagher County,Montana,1916,1906,1895,1913,1935,1899,1923,1908,1893,1897,1891,1882,1912,1926,1950,1827,1840,1767,1748
30059,Meagher County,Montana,1916,1906,1895,1913,1935,1899,1923,1908,1893,1897,1891,1877,1886,1904,1856,1822,1846,1856,1866
20035,Cowley County,Kansas,36342,36103,36680,36300,36317,35928,35787,36148,36284,36195,36311,36242,36263,36164,35889,35773,35717,35356,35218
20037,Crawford County,Kansas,38262,38434,38330,38631,38656,38638,38855,38922,38997,38966,39134,39197,39321,39246,39263,39151,39078,39031,39019
20039,Decatur County,Kansas,3460,3450,3381,3302,3239,3128,3107,3043,2992,2980,2961,2926,2883,2908,2897,2926,2832,2878,2871
20041,Dickinson County,Kansas,19349,19138,19121,19238,19189,19285,19429,19454,19862,19730,19754,19681,19703,19430,19303,19204,18955,18842,18717
20043,Doniphan County,Kansas,8240,8219,8186,8144,8013,7868,7936,7988,8003,7907,7945,7959,7890,7876,7839,7784,7712,7665,7682
20045,Douglas County,Kansas,100247,101269,102552,103570,104826,105681,107187,107892,109010,110039,110826,112462,113309,114711,116448,118222,119858,120629,121436
20047,Edwards County,Kansas,3434,3376,3309,3223,3231,3194,3078,3068,3058,3008,3037,3019,2965,2967,3025,2956,2901,2893,2849
20049,Elk County,Kansas,3217,3147,3148,3087,3073,3041,2971,2939,2954,2914,2882,2786,2661,2633,2695,2573,2510,2522,2508
20051,Ellis County,Kansas,27454,27591,27532,27507,27457,27429,27653,27710,28010,28353,28452,28762,29086,29030,28963,29002,28948,28769,28710
20053,Ellsworth County,Kansas,6536,6477,6419,6440,6437,6404,6465,6503,6471,6432,6497,6463,6464,6368,6349,6307,6304,6307,6196
20055,Finney County,Kansas,40508,39730,38499,37701,37462,36754,36259,35663,35461,36300,36776,37119,37126,37097,37148,37208,36963,36853,36611
20057,Ford County,Kansas,32544,32182,31981,32285,32265,32354,32029,32168,32187,33158,33848,34381,34679,34900,34958,34693,34594,34288,33888
20059,Franklin County,Kansas,24869,25000,25218,25312,25525,25527,25716,25734,25851,25870,25992,25850,25821,25730,25528,25469,25530,25657,25631
20061,Geary County,Kansas,27845,27821,27679,27532,27149,27099,27708,27951,30276,31537,34362,35290,37902,36802,36451,36660,35136,33633,32594
20063,Gove County,Kansas,3087,3044,3018,2947,2896,2840,2824,2757,2646,2689,2695,2725,2760,2794,2748,2698,2623,2630,2612
20065,Graham County,Kansas,2925,2896,2886,2842,2786,2762,2751,2707,2669,2592,2597,2635,2581,2588,2557,2597,2573,2505,2492
20067,Grant County,Kansas,7880,7789,7901,7770,7722,7687,7707,7756,7674,7731,7829,7898,7839,7853,7799,7737,7689,7518,7336
20071,Greeley County,Kansas,1530,1524,1422,1377,1366,1299,1262,1275,1247,1210,1247,1254,1267,1282,1301,1301,1277,1233,1227
20073,Greenwood County,Kansas,7647,7653,7567,7493,7415,7222,6944,6957,6817,6724,6689,6610,6426,6358,6288,6233,6109,6094,6055
20075,Hamilton County,Kansas,2651,2675,2676,2694,2642,2590,2583,2633,2638,2669,2690,2636,2651,2620,2659,2565,2629,2620,2607
20077,Harper County,Kansas,6511,6436,6307,6308,6261,6166,6049,5998,6063,6025,6034,5935,5859,5839,5827,5781,5669,5583,5506
20079,Harvey County,Kansas,32894,32961,33254,33422,33549,33566,33659,33823,33994,34547,34684,34686,34756,34720,34603,34811,34736,34413,34210
20081,Haskell County,Kansas,4302,4246,4194,4214,4238,4250,4182,4184,4153,4188,4256,4233,4214,4124,4099,4088,4022,4031,3997
20083,Hodgeman County,Kansas,2072,2118,2139,2122,2089,2038,2027,1959,1949,1929,1916,1957,1927,1924,1883,1860,1834,1849,1818
20085,Jackson County,Kansas,12655,12672,12826,12983,13069,13362,13356,13348,13235,13369,13462,13424,13401,13310,13437,13284,13269,13321,13280
20087,Jefferson County,Kansas,18553,18640,18741,18835,19042,19159,19005,19049,19072,19037,19126,18958,18878,18790,18822,18813,18842,18990,18975
20089,Jewell County,Kansas,3747,3603,3491,3421,3349,3271,3264,3200,3137,3077,3077,3090,3054,3060,3043,2962,2880,2855,2841
20091,Johnson County,Kansas,454539,463554,475239,485689,495396,504441,514813,523879,532175,539396,544179,552872,559451,566411,573043,579708,585921,591284,597555
20093,Kearny County,Kansas,4497,4489,4371,4249,4231,4147,4052,3928,3909,3941,3977,3958,3972,3912,3939,3936,3902,3940,3943
20095,Kingman County,Kansas,8685,8597,8472,8544,8439,8249,8119,8011,7892,7885,7858,7890,7825,7801,7683,7634,7412,7313,7310
20097,Kiowa County,Kansas,3264,3160,3150,3175,3130,3088,3039,2837,2418,2490,2553,2558,2512,2534,2532,2572,2510,2501,2516
20099,Labette County,Kansas,22733,22436,22214,22100,21911,21913,21929,21928,21786,21759,21607,21374,21163,20872,20774,20630,20313,20152,19964
20101,Lane County,Kansas,2145,2104,1981,1956,1916,1848,1780,1763,1756,1779,1750,1743,1683,1698,1666,1630,1593,1546,1560
20103,Leavenworth County,Kansas,68957,69906,70793,70939,71373,71788,72741,73791,74560,75461,76227,77052,77635,78069,78537,79099,80190,81032,81352
20105,Lincoln County,Kansas,3576,3560,3513,3536,3414,3443,3360,3365,3333,3249,3241,3233,3179,3160,3183,3144,3082,3051,3023
20107,Linn County,Kansas,9580,9734,9724,9775,9830,10032,10013,9858,9731,9669,9656,9612,9485,9544,9537,9582,9608,9696,9750
20151,Linn County,Kansas,9580,9734,9724,9775,9830,10032,10013,9858,9731,9669,9656,9642,9758,9776,9767,9696,9554,9513,9378
20107,Pratt County,Kansas,9649,9579,9669,9575,9492,9618,9658,9698,9684,9669,9656,9612,9485,9544,9537,9582,9608,9696,9750
20151,Pratt County,Kansas,9649,9579,9669,9575,9492,9618,9658,9698,9684,9669,9656,9642,9758,9776,9767,9696,9554,9513,9378
20109,Logan County,Kansas,3059,2992,2984,2925,2905,2881,2808,2798,2779,2729,2756,2766,2793,2775,2768,2786,2818,2834,2844
31063,Logan County,Kansas,3059,2992,2984,2925,2905,2881,2808,2798,2779,2729,2756,2714,2719,2716,2722,2632,2647,2626,2608
20109,Frontier County,Nebraska,3085,3069,3037,2981,2990,2944,2879,2860,2786,2772,2756,2766,2793,2775,2768,2786,2818,2834,2844
31063,Frontier County,Nebraska,3085,3069,3037,2981,2990,2944,2879,2860,2786,2772,2756,2714,2719,2716,2722,2632,2647,2626,2608
20111,Lyon County,Kansas,35967,36049,35826,35868,36034,35936,35832,36018,35591,33777,33690,33650,33557,33489,33154,33165,33425,33344,33406
20113,McPherson County,Kansas,29572,29489,29237,29239,29276,29375,29174,29250,29095,29222,29180,29149,29217,29412,28893,28634,28411,28673,28537
20115,Marion County,Kansas,13394,13377,13289,13240,13066,13012,12804,12707,12639,12654,12660,12544,12374,12203,12185,12047,12008,11972,11950
20117,Marshall County,Kansas,10933,10791,10585,10451,10312,10270,10171,10150,10174,10121,10117,9981,10024,9972,9943,9842,9783,9698,9722
20119,Meade County,Kansas,4621,4669,4663,4595,4570,4586,4531,4490,4497,4502,4575,4519,4378,4287,4358,4303,4238,4260,4146
20121,Miami County,Kansas,28536,28770,29072,29437,30158,30758,31180,31962,32131,32445,32787,32735,32667,32834,32868,32756,32916,33413,33680
20123,Mitchell County,Kansas,6911,6772,6706,6688,6539,6443,6382,6389,6370,6420,6373,6284,6301,6308,6246,6300,6224,6191,6150
29205,Mitchell County,Kansas,6911,6772,6706,6688,6539,6443,6382,6389,6370,6420,6373,6236,6217,6153,6093,6102,6045,6017,6050
20123,Shelby County,Missouri,6790,6787,6724,6669,6661,6683,6533,6500,6421,6369,6373,6284,6301,6308,6246,6300,6224,6191,6150
29205,Shelby County,Missouri,6790,6787,6724,6669,6661,6683,6533,6500,6421,6369,6373,6236,6217,6153,6093,6102,6045,6017,6050
20125,Montgomery County,Kansas,36242,35935,35490,35152,35150,35034,35246,35504,35538,35589,35471,34781,34475,34449,34095,33426,32820,32388,32120
20127,Morris County,Kansas,6120,6061,5981,5922,5904,5947,5929,5931,5999,5958,5923,5864,5848,5719,5664,5628,5552,5466,5521
20129,Morton County,Kansas,3482,3393,3387,3403,3326,3300,3285,3256,3227,3226,3233,3175,3127,3116,3040,2952,2787,2744,2667
20131,Nemaha County,Kansas,10694,10494,10501,10490,10397,10367,10345,10325,10259,10165,10178,10089,10069,10094,10087,10093,10088,10098,10155
20133,Neosho County,Kansas,16934,16884,16719,16615,16664,16591,16479,16578,16587,16568,16512,16445,16418,16382,16323,16261,16062,16028,15951
20135,Ness County,Kansas,3448,3391,3352,3274,3219,3177,3135,3150,3127,3085,3107,3117,3077,3087,3089,3015,2953,2878,2840
20137,Norton County,Kansas,5962,5863,5845,5852,5789,5765,5748,5698,5702,5640,5671,5655,5586,5614,5534,5538,5494,5436,5430
20139,Osage County,Kansas,16756,16657,16689,16722,16843,16869,16633,16468,16439,16297,16295,16341,16175,16079,15969,15863,15807,15830,15941
20141,Osborne County,Kansas,4436,4342,4283,4149,4094,4035,3998,3916,3867,3913,3858,3832,3809,3800,3752,3642,3592,3556,3475
20143,Ottawa County,Kansas,6192,6142,6188,6153,6112,6097,6108,6101,6137,6114,6091,6063,6028,6043,6029,5937,5908,5834,5802
20145,Pawnee County,Kansas,7225,7068,6996,6964,6975,7027,6889,6930,6859,6927,6973,6977,6862,6863,6822,6768,6717,6670,6562
20147,Phillips County,Kansas,5995,5903,5833,5748,5749,5642,5573,5588,5586,5620,5642,5542,5523,5562,5496,5421,5404,5400,5317
40003,Phillips County,Kansas,5995,5903,5833,5748,5749,5642,5573,5588,5586,5620,5642,5641,5661,5848,5812,5903,5914,5900,5754
20147,Alfalfa County,Oklahoma,6080,5933,5894,5827,5785,5706,5639,5618,5618,5585,5642,5542,5523,5562,5496,5421,5404,5400,5317
40003,Alfalfa County,Oklahoma,6080,5933,5894,5827,5785,5706,5639,5618,5618,5585,5642,5641,5661,5848,5812,5903,5914,5900,5754
20149,Pottawatomie County,Kansas,18302,18412,18580,18925,19193,19444,19720,20395,20884,21206,21604,22024,22328,22573,22738,23126,23612,23972,24277
20153,Rawlins County,Kansas,2988,2917,2903,2836,2776,2697,2663,2655,2592,2558,2519,2508,2509,2562,2543,2508,2500,2485,2508
20155,Reno County,Kansas,64731,64584,64163,63990,63779,63778,63822,63683,63974,64196,64511,64420,64199,64072,63699,63591,63184,62688,62342
20157,Republic County,Kansas,5804,5685,5485,5395,5285,5238,5159,5124,5067,5045,4980,4891,4825,4767,4741,4688,4660,4675,4664
20159,Rice County,Kansas,10728,10609,10526,10465,10498,10396,10224,10103,10175,10047,10083,10095,9987,9976,9968,9925,9788,9598,9531
20161,Riley County,Kansas,63237,62962,62625,62922,64218,64751,66928,67329,69444,69995,71115,73419,77499,76936,76485,77149,75163,73982,73703
20163,Rooks County,Kansas,5665,5560,5482,5430,5400,5352,5322,5275,5254,5179,5181,5199,5220,5194,5204,5182,5123,5067,5013
20165,Rush County,Kansas,3536,3511,3454,3439,3442,3384,3294,3273,3310,3253,3307,3211,3209,3178,3162,3100,3055,3065,3093
20167,Russell County,Kansas,7349,7179,7066,7032,7085,6930,6894,6943,6869,6880,6970,6984,6987,6974,7004,7040,7004,6929,6907
50013,Russell County,Kansas,7349,7179,7066,7032,7085,6930,6894,6943,6869,6880,6970,6973,6971,6988,6967,6870,6917,6983,7090
20167,Grand Isle County,Vermont,6909,7020,7108,7201,7265,7282,7173,7152,7211,7022,6970,6984,6987,6974,7004,7040,7004,6929,6907
50013,Grand Isle County,Vermont,6909,7020,7108,7201,7265,7282,7173,7152,7211,7022,6970,6973,6971,6988,6967,6870,6917,6983,7090
20169,Saline County,Kansas,53659,53952,54157,54018,54178,54361,54478,54723,54811,55164,55606,55778,55836,55762,55524,55453,54977,54529,54401
20171,Scott County,Kansas,5100,5110,4960,4865,4713,4771,4738,4707,4729,4823,4936,4892,4856,4909,4969,4952,4983,4943,4897
48333,Scott County,Kansas,5100,5110,4960,4865,4713,4771,4738,4707,4729,4823,4936,4882,4830,4871,4871,4889,4890,4937,4921
20171,Mills County,Texas,5107,4983,4973,4885,4880,4957,4854,4871,4876,4877,4936,4892,4856,4909,4969,4952,4983,4943,4897
48333,Mills County,Texas,5107,4983,4973,4885,4880,4957,4854,4871,4876,4877,4936,4882,4830,4871,4871,4889,4890,4937,4921
20173,Sedgwick County,Kansas,453705,456887,461020,462442,464021,467113,471659,478479,486077,495006,498365,500984,504135,506518,509072,511164,513188,513289,513607
20177,Shawnee County,Kansas,170027,170320,170349,170854,171378,171893,172986,174162,175449,176786,177934,178928,178965,178657,178586,178736,178426,178173,177499
20179,Sheridan County,Kansas,2795,2728,2675,2659,2594,2618,2585,2578,2605,2575,2556,2501,2491,2500,2502,2476,2487,2531,2533
20181,Sherman County,Kansas,6746,6606,6396,6293,6186,6155,5979,6004,6017,6004,6010,6053,6120,6090,6067,5963,5954,5948,5899
20183,Smith County,Kansas,4519,4416,4311,4246,4190,4128,4052,4008,3909,3849,3853,3791,3753,3699,3729,3689,3656,3636,3603
20185,Stafford County,Kansas,4752,4723,4646,4559,4468,4473,4440,4460,4404,4422,4437,4380,4349,4340,4282,4216,4186,4207,4178
20187,Stanton County,Kansas,2394,2410,2421,2366,2354,2252,2212,2176,2169,2174,2235,2211,2153,2176,2139,2069,2089,2029,1987
20189,Stevens County,Kansas,5460,5428,5442,5473,5626,5592,5481,5397,5440,5592,5724,5630,5739,5810,5842,5795,5661,5573,5559
20191,Sumner County,Kansas,25946,25704,25500,25248,25146,24795,24493,24290,24238,24160,24132,23783,23630,23533,23379,23403,23165,23098,22996
20193,Thomas County,Kansas,8179,8164,8119,8040,7919,7768,7726,7681,7685,7753,7900,7939,7931,7933,7836,7896,7847,7830,7711
20195,Trego County,Kansas,3280,3225,3137,3097,3120,3025,2991,2971,2943,2985,3001,2953,2941,2945,2895,2906,2849,2848,2793
20197,Wabaunsee County,Kansas,6868,6801,6750,6759,6823,6925,6845,6998,7077,7059,7053,7037,6994,7025,6938,6884,6881,6839,6899
20199,Wallace County,Kansas,1733,1695,1671,1623,1562,1531,1527,1481,1447,1469,1485,1525,1523,1560,1501,1505,1502,1526,1503
20201,Washington County,Kansas,6413,6281,6201,6156,6072,6022,5950,5880,5848,5779,5799,5818,5726,5625,5610,5568,5563,5466,5420
20203,Wichita County,Kansas,2512,2511,2453,2431,2347,2361,2287,2264,2222,2211,2234,2258,2226,2190,2185,2164,2130,2130,2105
20205,Wilson County,Kansas,10303,10216,10104,10063,9784,9772,9747,9783,9592,9485,9409,9241,9123,9094,8973,8848,8700,8712,8665
20207,Woodson County,Kansas,3754,3742,3602,3572,3485,3523,3440,3363,3347,3309,3309,3323,3275,3216,3188,3144,3190,3145,3183
48385,Woodson County,Kansas,3754,3742,3602,3572,3485,3523,3440,3363,3347,3309,3309,3431,3353,3319,3348,3297,3397,3427,3478
20207,Real County,Texas,3067,3020,3020,3123,3138,3154,3264,3308,3241,3274,3309,3323,3275,3216,3188,3144,3190,3145,3183
48385,Real County,Texas,3067,3020,3020,3123,3138,3154,3264,3308,3241,3274,3309,3431,3353,3319,3348,3297,3397,3427,3478
20209,Wyandotte County,Kansas,157883,158372,157498,156276,154874,154356,153689,154267,155092,156416,157505,158020,159411,160984,162320,163832,164934,165313,165324
21001,Adair County,Kentucky,17327,17584,17762,17924,17994,18128,18335,18493,18541,18729,18656,18991,18937,19126,19265,19168,19264,19294,19215
21003,Allen County,Kentucky,17820,17947,18219,18434,18699,18910,19272,19540,19838,19811,19956,20190,20250,20333,20510,20678,20738,20921,21122
21005,Anderson County,Kentucky,19151,19382,19315,19504,19714,19987,20519,20999,21088,21328,21421,21551,21686,21737,21853,21891,22146,22518,22663
21007,Ballard County,Kentucky,8304,8225,8164,8254,8242,8269,8204,8190,8265,8204,8249,8269,8287,8254,8189,8216,8045,8021,7979
21009,Barren County,Kentucky,38128,38517,38704,39164,39601,40320,40857,41435,41797,42171,42173,42329,42620,42952,43048,43566,43794,43815,44176
21011,Bath County,Kentucky,11128,11280,11403,11428,11447,11538,11558,11470,11647,11544,11591,11714,11781,11974,12131,12201,12245,12378,12383
21013,Bell County,Kentucky,30015,29561,29691,29478,29275,29130,28960,28794,28836,28667,28691,28657,28296,28047,27847,27391,27231,26904,26569
21015,Boone County,Kentucky,87108,90277,93323,96680,100822,105456,109295,112308,115262,117461,118811,121545,123074,124680,126330,127818,129185,130611,131533
21017,Bourbon County,Kentucky,19366,19443,19452,19563,19733,19908,19809,19891,20046,20027,19985,20055,20061,20038,20074,20182,20147,20132,20184
21019,Boyd County,Kentucky,49627,49595,49578,49754,49542,49403,49312,49154,49244,49362,49542,49419,49255,48917,48840,48506,48109,47759,47240
21021,Boyle County,Kentucky,27673,27472,27455,27451,27832,27922,28031,28112,28288,28297,28432,28796,29021,29634,29810,29762,29933,29958,30100
21023,Bracken County,Kentucky,8267,8334,8408,8387,8592,8533,8484,8468,8471,8473,8488,8511,8460,8421,8357,8288,8367,8277,8239
21025,Breathitt County,Kentucky,15999,15664,15346,15098,14975,14792,14549,14327,14249,14009,13878,13792,13617,13533,13371,13369,13182,12931,12726
29151,Breathitt County,Kentucky,15999,15664,15346,15098,14975,14792,14549,14327,14249,14009,13878,13881,13820,13653,13614,13515,13590,13663,13714
21025,Osage County,Missouri,13026,13046,13073,13315,13361,13507,13687,13648,13753,13886,13878,13792,13617,13533,13371,13369,13182,12931,12726
29151,Osage County,Missouri,13026,13046,13073,13315,13361,13507,13687,13648,13753,13886,13878,13881,13820,13653,13614,13515,13590,13663,13714
21027,Breckinridge County,Kentucky,18682,18837,19030,19209,19326,19579,19590,19819,20018,19979,20059,20272,20080,20047,19887,19987,19988,20151,20388
21029,Bullitt County,Kentucky,61590,62596,63775,65074,66937,68620,70042,71577,72738,73743,74319,75199,75921,76899,78052,78696,79231,80284,81069
21031,Butler County,Kentucky,12991,13015,12952,12957,13044,12900,12925,12759,12745,12670,12690,12717,12740,12704,12736,12734,12683,12798,12772
51007,Butler County,Kentucky,12991,13015,12952,12957,13044,12900,12925,12759,12745,12670,12690,12752,12747,12659,12716,12782,12793,12965,13013
21031,Amelia County,Virginia,11446,11481,11540,11544,11712,11943,12250,12447,12563,12594,12690,12717,12740,12704,12736,12734,12683,12798,12772
51007,Amelia County,Virginia,11446,11481,11540,11544,11712,11943,12250,12447,12563,12594,12690,12752,12747,12659,12716,12782,12793,12965,13013
21033,Caldwell County,Kentucky,13026,12843,12798,12802,12774,12816,12828,12882,12985,12996,12984,13026,12993,12887,12852,12752,12637,12677,12715
21035,Calloway County,Kentucky,34160,34439,34499,34896,35327,35788,36375,36585,36686,36886,37191,37668,38054,38435,38465,38658,38759,38865,39135
21037,Campbell County,Kentucky,88687,88843,88596,88259,87982,88047,88036,88302,88548,89664,90336,91064,90907,91089,91637,91945,92055,92547,93152
21039,Carlisle County,Kentucky,5336,5305,5299,5255,5261,5215,5212,5109,5093,5113,5104,5036,5029,4961,4963,4856,4787,4828,4771
21041,Carroll County,Kentucky,10181,10193,10312,10372,10379,10511,10528,10595,10744,10852,10811,10996,10882,10850,10755,10700,10633,10728,10737
21043,Carter County,Kentucky,26874,26991,27262,27504,27528,27767,27921,27971,27752,27785,27720,27630,27645,27605,27521,27443,27290,27193,27004
21045,Casey County,Kentucky,15466,15563,15679,15690,15784,15845,15900,15908,15970,15946,15955,15911,16028,16014,15783,15746,15768,15794,15888
21047,Christian County,Kentucky,72730,73397,73098,71547,71700,72892,70592,73128,72034,73457,73955,73473,74945,73690,73379,73155,71860,71252,71671
21049,Clark County,Kentucky,33234,33390,33407,33672,34025,34377,34823,35207,35256,35607,35613,35437,35695,35562,35631,35675,35863,35940,36249
21051,Clay County,Kentucky,24458,24203,23995,23635,23278,22946,22718,22332,22289,21950,21730,21594,21527,21198,21094,20990,20643,20273,20105
21053,Clinton County,Kentucky,9637,9696,9762,9825,9886,9932,9942,10120,10253,10227,10272,10159,10272,10183,10213,10189,10208,10239,10206
21057,Cumberland County,Kentucky,7167,7157,7164,7151,7189,7066,7073,6959,6917,6855,6856,6870,6859,6796,6727,6743,6738,6696,6659
21059,Daviess County,Kentucky,91657,91707,91821,92457,92769,93150,93908,94647,95411,96261,96656,97179,97884,98338,98485,99509,100043,100546,101104
21061,Edmonson County,Kentucky,11639,11728,11763,11809,11804,11987,11957,12055,12127,12122,12161,12230,12095,12062,12010,11995,12081,12248,12274
47101,Edmonson County,Kentucky,11639,11728,11763,11809,11804,11987,11957,12055,12127,12122,12161,12146,11942,11994,11897,11884,11893,12022,12086
21061,Lewis County,Tennessee,11405,11483,11540,11599,11630,11654,11817,11961,11986,12078,12161,12230,12095,12062,12010,11995,12081,12248,12274
47101,Lewis County,Tennessee,11405,11483,11540,11599,11630,11654,11817,11961,11986,12078,12161,12146,11942,11994,11897,11884,11893,12022,12086
21063,Elliott County,Kentucky,6767,6694,6700,6782,6748,6867,7151,7134,7556,7727,7852,7781,7632,7551,7533,7548,7490,7508,7508
21065,Estill County,Kentucky,15307,15293,15193,15014,14913,14780,14786,14778,14752,14672,14672,14655,14506,14486,14445,14377,14318,14227,14198
21067,Fayette County,Kentucky,261408,263990,265822,269904,272377,275540,279971,283291,287683,292514,295803,301736,306075,310010,311955,316002,319738,322193,323780
21069,Fleming County,Kentucky,13837,14016,14068,14230,14271,14270,14235,14349,14345,14280,14348,14486,14532,14540,14478,14578,14479,14428,14432
21071,Floyd County,Kentucky,42316,41844,41671,41325,41128,40847,40429,40261,39964,39643,39451,39755,39147,38486,38010,37535,36979,36261,35845
21073,Franklin County,Kentucky,47888,48185,48293,48246,48536,48620,48699,48795,49301,49253,49285,49323,49475,49497,49750,50096,50313,50504,50815
21075,Fulton County,Kentucky,7697,7753,7563,7427,7274,7090,6871,6861,6945,6793,6813,6745,6563,6389,6267,6269,6190,6204,6120
21077,Gallatin County,Kentucky,7866,8004,7891,8094,8119,8225,8253,8337,8420,8533,8589,8616,8544,8569,8626,8601,8711,8745,8832
21079,Garrard County,Kentucky,14844,15090,15505,15790,15941,16315,16595,16887,16906,16900,16912,16870,17012,17000,16981,17213,17387,17497,17560
21081,Grant County,Kentucky,22485,22972,23307,23619,23856,23993,24253,24544,24856,24697,24662,24757,24507,24553,24814,24727,24915,25000,25121
21083,Graves County,Kentucky,37049,36869,36770,36898,36789,36926,36859,36932,36862,36932,37121,37598,37561,37400,37575,37230,37175,37173,37317
21085,Grayson County,Kentucky,24094,24170,24235,24648,24962,25181,25294,25444,25558,25619,25746,25755,25800,25958,26075,26143,26088,26264,26321
21087,Green County,Kentucky,11526,11566,11543,11557,11408,11406,11454,11412,11432,11359,11258,11207,11297,11174,11038,10973,10990,11064,11049
21089,Greenup County,Kentucky,36836,36804,36600,36681,36579,36530,36827,36939,37106,37053,36910,36816,36660,36460,36280,35983,35804,35491,35268
21091,Hancock County,Kentucky,8424,8431,8424,8426,8389,8508,8542,8536,8567,8558,8565,8590,8643,8630,8685,8644,8728,8778,8758
21093,Hardin County,Kentucky,92919,93715,94136,93929,95015,96652,97539,98728,99926,101254,105543,107508,108245,109013,108531,106323,107041,108226,110356
21095,Harlan County,Kentucky,32935,32184,31938,31291,30614,30277,30113,29969,29591,29534,29278,29121,28673,28487,28018,27511,27005,26725,26409
21097,Harrison County,Kentucky,17997,18007,18009,18171,18233,18314,18483,18725,18876,18894,18846,18683,18619,18569,18630,18637,18565,18730,18778
21099,Hart County,Kentucky,17535,17291,17573,17741,17821,18040,18109,18172,18320,18197,18199,18287,18403,18465,18511,18418,18537,18762,18906
21101,Henderson County,Kentucky,44827,44865,45091,45214,45362,45521,45633,45696,46046,46037,46250,46340,46441,46369,46407,46399,46301,45989,45591
21103,Henry County,Kentucky,15032,15113,15107,15259,15327,15368,15475,15465,15511,15530,15416,15377,15343,15439,15556,15572,15844,15994,16106
21105,Hickman County,Kentucky,5240,5234,5225,5186,5093,5061,5002,4955,4957,4945,4902,4781,4735,4707,4678,4610,4606,4523,4421
