GeoID,County,State,PercentRural,Rural
17055,Franklin County, Illinois,48.6,Urban
17057,Fulton County, Illinois,60.0,Suburban
17059,Gallatin County, Illinois,100.0,Rural
17061,Greene County, Illinois,70.8,Suburban
17063,Grundy County, Illinois,24.4,Urban
17065,Hamilton County, Illinois,68.1,Suburban
17067,Hancock County, Illinois,71.0,Suburban
17069,Hardin County, Illinois,100.0,Rural
17071,Henderson County, Illinois,99.7,Suburban
17073,Henry County, Illinois,50.3,Suburban
17075,Iroquois County, Illinois,71.7,Suburban
17077,Jackson County, Illinois,37.2,Urban
17079,Jasper County, Illinois,69.9,Suburban
17081,Jefferson County, Illinois,58.8,Suburban
17083,Jersey County, Illinois,60.6,Suburban
17085,Jo Daviess County, Illinois,72.6,Suburban
17087,Johnson County, Illinois,100.0,Rural
17089,Kane County, Illinois,3.6,Urban
17091,Kankakee County, Illinois,24.5,Urban
17093,Kendall County, Illinois,10.4,Urban
17095,Knox County, Illinois,24.3,Urban
17097,Lake County, Illinois,1.3,Urban
17099,LaSalle County, Illinois,30.2,Urban
17101,Lawrence County, Illinois,58.0,Suburban
17103,Lee County, Illinois,53.2,Suburban
17105,Livingston County, Illinois,40.8,Urban
17107,Logan County, Illinois,39.9,Urban
17109,McDonough County, Illinois,29.5,Urban
17111,McHenry County, Illinois,9.9,Urban
17113,McLean County, Illinois,16.5,Urban
17115,Macon County, Illinois,15.3,Urban
17117,Macoupin County, Illinois,58.5,Suburban
17119,Madison County, Illinois,13.3,Urban
17121,Marion County, Illinois,45.1,Urban
17123,Marshall County, Illinois,100.0,Rural
17125,Mason County, Illinois,77.5,Suburban
17127,Massac County, Illinois,50.5,Suburban
17129,Menard County, Illinois,75.7,Suburban
17131,Mercer County, Illinois,77.8,Suburban
17133,Monroe County, Illinois,41.4,Urban
17135,Montgomery County, Illinois,41.6,Urban
17137,Morgan County, Illinois,36.2,Urban
17139,Moultrie County, Illinois,69.2,Suburban
17141,Ogle County, Illinois,47.1,Urban
17143,Peoria County, Illinois,14.6,Urban
17145,Perry County, Illinois,43.6,Urban
17147,Piatt County, Illinois,67.7,Suburban
17149,Pike County, Illinois,72.3,Suburban
17151,Pope County, Illinois,100.0,Rural
17153,Pulaski County, Illinois,100.0,Rural
17155,Putnam County, Illinois,100.0,Rural
17157,Randolph County, Illinois,42.6,Urban
17159,Richland County, Illinois,43.5,Urban
17161,Rock Island County, Illinois,10.9,Urban
17163,St. Clair County, Illinois,9.8,Urban
17165,Saline County, Illinois,43.7,Urban
17167,Sangamon County, Illinois,14.1,Urban
17169,Schuyler County, Illinois,57.6,Suburban
17171,Scott County, Illinois,100.0,Rural
17173,Shelby County, Illinois,77.7,Suburban
17175,Stark County, Illinois,100.0,Rural
17177,Stephenson County, Illinois,40.1,Urban
17179,Tazewell County, Illinois,20.4,Urban
17181,Union County, Illinois,65.9,Suburban
17183,Vermilion County, Illinois,31.3,Urban
17185,Wabash County, Illinois,38.9,Urban
17187,Warren County, Illinois,45.5,Urban
17189,Washington County, Illinois,73.6,Suburban
17191,Wayne County, Illinois,69.9,Suburban
17193,White County, Illinois,62.0,Suburban
17195,Whiteside County, Illinois,37.3,Urban
17197,Will County, Illinois,3.9,Urban
17199,Williamson County, Illinois,34.8,Urban
17201,Winnebago County, Illinois,7.9,Urban
17203,Woodford County, Illinois,54.9,Suburban
18001,Adams County, Indiana,53.7,Suburban
18003,Allen County, Indiana,11.9,Urban
18005,Bartholomew County, Indiana,33.7,Urban
18007,Benton County, Indiana,100.0,Rural
18009,Blackford County, Indiana,50.6,Suburban
18011,Boone County, Indiana,34.4,Urban
18013,Brown County, Indiana,100.0,Rural
18015,Carroll County, Indiana,81.4,Suburban
18017,Cass County, Indiana,44.7,Urban
18019,Clark County, Indiana,20.5,Urban
18021,Clay County, Indiana,60.9,Suburban
18023,Clinton County, Indiana,49.8,Urban
18025,Crawford County, Indiana,100.0,Rural
18027,Daviess County, Indiana,60.3,Suburban
18029,Dearborn County, Indiana,53.1,Suburban
18031,Decatur County, Indiana,53.8,Suburban
18033,DeKalb County, Indiana,42.3,Urban
18035,Delaware County, Indiana,22.8,Urban
18037,Dubois County, Indiana,49.2,Urban
18039,Elkhart County, Indiana,20.6,Urban
18041,Fayette County, Indiana,36.8,Urban
18043,Floyd County, Indiana,20.3,Urban
18045,Fountain County, Indiana,66.0,Suburban
18047,Franklin County, Indiana,88.9,Suburban
18049,Fulton County, Indiana,64.9,Suburban
18051,Gibson County, Indiana,53.6,Suburban
18053,Grant County, Indiana,28.9,Urban
18055,Greene County, Indiana,74.8,Suburban
18057,Hamilton County, Indiana,5.6,Urban
18059,Hancock County, Indiana,30.4,Urban
18061,Harrison County, Indiana,85.8,Suburban
18063,Hendricks County, Indiana,17.8,Urban
18065,Henry County, Indiana,42.9,Urban
18067,Howard County, Indiana,21.5,Urban
18069,Huntington County, Indiana,51.0,Suburban
18071,Jackson County, Indiana,43.7,Urban
18073,Jasper County, Indiana,68.0,Suburban
18075,Jay County, Indiana,55.7,Suburban
18077,Jefferson County, Indiana,45.1,Urban
18079,Jennings County, Indiana,60.2,Suburban
18081,Johnson County, Indiana,13.9,Urban
18083,Knox County, Indiana,36.2,Urban
18085,Kosciusko County, Indiana,46.6,Urban
18087,LaGrange County, Indiana,91.6,Suburban
18089,Lake County, Indiana,4.0,Urban
18091,LaPorte County, Indiana,35.6,Urban
18093,Lawrence County, Indiana,58.4,Suburban
18095,Madison County, Indiana,23.1,Urban
18097,Marion County, Indiana,0.6,Urban
18099,Marshall County, Indiana,63.3,Suburban
18101,Martin County, Indiana,72.3,Suburban
18103,Miami County, Indiana,46.5,Urban
18105,Monroe County, Indiana,21.2,Urban
18107,Montgomery County, Indiana,52.8,Suburban
18109,Morgan County, Indiana,49.1,Urban
18111,Newton County, Indiana,100.0,Rural
18113,Noble County, Indiana,68.0,Suburban
18115,Ohio County, Indiana,100.0,Rural
18117,Orange County, Indiana,83.5,Suburban
18119,Owen County, Indiana,100.0,Rural
18121,Parke County, Indiana,75.0,Suburban
18123,Perry County, Indiana,55.0,Suburban
18125,Pike County, Indiana,100.0,Rural
18127,Porter County, Indiana,20.8,Urban
18129,Posey County, Indiana,66.8,Suburban
18131,Pulaski County, Indiana,80.9,Suburban
18133,Putnam County, Indiana,64.8,Suburban
18135,Randolph County, Indiana,61.9,Suburban
18137,Ripley County, Indiana,83.2,Suburban
18139,Rush County, Indiana,61.2,Suburban
18141,St. Joseph County, Indiana,9.0,Urban
18143,Scott County, Indiana,52.7,Suburban
18145,Shelby County, Indiana,52.0,Suburban
18147,Spencer County, Indiana,100.0,Rural
18149,Starke County, Indiana,82.4,Suburban
18151,Steuben County, Indiana,67.2,Suburban
18153,Sullivan County, Indiana,79.0,Suburban
18155,Switzerland County, Indiana,100.0,Rural
18157,Tippecanoe County, Indiana,14.5,Urban
18159,Tipton County, Indiana,61.6,Suburban
18161,Union County, Indiana,100.0,Rural
18163,Vanderburgh County, Indiana,9.2,Urban
18165,Vermillion County, Indiana,60.4,Suburban
18167,Vigo County, Indiana,23.8,Urban
18169,Wabash County, Indiana,50.0,Urban
18171,Warren County, Indiana,77.1,Suburban
18173,Warrick County, Indiana,29.3,Urban
18175,Washington County, Indiana,76.8,Suburban
18177,Wayne County, Indiana,33.0,Urban
18179,Wells County, Indiana,50.6,Suburban
18181,White County, Indiana,68.0,Suburban
18183,Whitley County, Indiana,71.2,Suburban
19001,Adair County, Iowa,100.0,Rural
19003,Adams County, Iowa,100.0,Rural
19005,Allamakee County, Iowa,74.0,Suburban
19007,Appanoose County, Iowa,58.3,Suburban
19009,Audubon County, Iowa,100.0,Rural
19011,Benton County, Iowa,80.7,Suburban
19013,Black Hawk County, Iowa,13.5,Urban
19015,Boone County, Iowa,50.6,Suburban
19017,Bremer County, Iowa,64.5,Suburban
19019,Buchanan County, Iowa,68.5,Suburban
19021,Buena Vista County, Iowa,43.9,Urban
19023,Butler County, Iowa,100.0,Rural
19025,Calhoun County, Iowa,100.0,Rural
19027,Carroll County, Iowa,52.0,Suburban
19029,Cass County, Iowa,53.6,Suburban
19031,Cedar County, Iowa,83.4,Suburban
19033,Cerro Gordo County, Iowa,20.6,Urban
19035,Cherokee County, Iowa,61.4,Suburban
19037,Chickasaw County, Iowa,73.5,Suburban
19039,Clarke County, Iowa,48.1,Urban
19041,Clay County, Iowa,34.3,Urban
19043,Clayton County, Iowa,96.6,Suburban
19045,Clinton County, Iowa,32.2,Urban
19047,Crawford County, Iowa,51.8,Suburban
19049,Dallas County, Iowa,30.6,Urban
19051,Davis County, Iowa,100.0,Rural
19053,Decatur County, Iowa,100.0,Rural
19055,Delaware County, Iowa,71.5,Suburban
19057,Des Moines County, Iowa,26.7,Urban
19059,Dickinson County, Iowa,35.0,Urban
19061,Dubuque County, Iowa,27.0,Urban
19063,Emmet County, Iowa,39.9,Urban
19065,Fayette County, Iowa,70.6,Suburban
19067,Floyd County, Iowa,52.7,Suburban
19069,Franklin County, Iowa,60.2,Suburban
19071,Fremont County, Iowa,100.0,Rural
19073,Greene County, Iowa,58.2,Suburban
19075,Grundy County, Iowa,100.0,Rural
19077,Guthrie County, Iowa,100.0,Rural
19079,Hamilton County, Iowa,50.5,Suburban
19081,Hancock County, Iowa,70.0,Suburban
19083,Hardin County, Iowa,71.1,Suburban
19085,Harrison County, Iowa,81.1,Suburban
19087,Henry County, Iowa,57.1,Suburban
19089,Howard County, Iowa,63.0,Suburban
19091,Humboldt County, Iowa,46.6,Urban
19093,Ida County, Iowa,100.0,Rural
19095,Iowa County, Iowa,82.2,Suburban
19097,Jackson County, Iowa,53.3,Suburban
19099,Jasper County, Iowa,57.5,Suburban
19101,Jefferson County, Iowa,38.7,Urban
19103,Johnson County, Iowa,18.5,Urban
19105,Jones County, Iowa,58.0,Suburban
19107,Keokuk County, Iowa,100.0,Rural
19109,Kossuth County, Iowa,65.6,Suburban
19111,Lee County, Iowa,40.6,Urban
19113,Linn County, Iowa,12.7,Urban
19115,Louisa County, Iowa,100.0,Rural
19117,Lucas County, Iowa,56.2,Suburban
19119,Lyon County, Iowa,100.0,Rural
19121,Madison County, Iowa,67.8,Suburban
19123,Mahaska County, Iowa,43.9,Urban
19125,Marion County, Iowa,48.7,Urban
19127,Marshall County, Iowa,33.9,Urban
19129,Mills County, Iowa,59.6,Suburban
19131,Mitchell County, Iowa,67.2,Suburban
19133,Monona County, Iowa,71.2,Suburban
19135,Monroe County, Iowa,55.2,Suburban
19137,Montgomery County, Iowa,47.9,Urban
19139,Muscatine County, Iowa,25.6,Urban
19141,O'Brien County, Iowa,66.3,Suburban
19143,Osceola County, Iowa,58.4,Suburban
19145,Page County, Iowa,33.4,Urban
19147,Palo Alto County, Iowa,61.5,Suburban
19149,Plymouth County, Iowa,62.9,Suburban
19151,Pocahontas County, Iowa,100.0,Rural
19153,Polk County, Iowa,4.9,Urban
19155,Pottawattamie County, Iowa,26.4,Urban
19157,Poweshiek County, Iowa,52.0,Suburban
19159,Ringgold County, Iowa,100.0,Rural
19161,Sac County, Iowa,100.0,Rural
19163,Scott County, Iowa,13.5,Urban
19165,Shelby County, Iowa,59.4,Suburban
19167,Sioux County, Iowa,50.8,Suburban
19169,Story County, Iowa,16.9,Urban
19171,Tama County, Iowa,72.4,Suburban
19173,Taylor County, Iowa,100.0,Rural
19175,Union County, Iowa,39.2,Urban
19177,Van Buren County, Iowa,100.0,Rural
19179,Wapello County, Iowa,30.5,Urban
19181,Warren County, Iowa,42.0,Urban
19183,Washington County, Iowa,69.5,Suburban
19185,Wayne County, Iowa,100.0,Rural
19187,Webster County, Iowa,33.9,Urban
19189,Winnebago County, Iowa,66.1,Suburban
19191,Winneshiek County, Iowa,59.0,Suburban
19193,Woodbury County, Iowa,17.5,Urban
19195,Worth County, Iowa,100.0,Rural
19197,Wright County, Iowa,56.8,Suburban
20001,Allen County, Kansas,57.2,Suburban
20003,Anderson County, Kansas,58.8,Suburban
20005,Atchison County, Kansas,34.2,Urban
20007,Barber County, Kansas,100.0,Rural
20009,Barton County, Kansas,31.8,Urban
20011,Bourbon County, Kansas,48.0,Urban
20013,Brown County, Kansas,68.4,Suburban
20015,Butler County, Kansas,40.5,Urban
20017,Chase County, Kansas,100.0,Rural
20019,Chautauqua County, Kansas,100.0,Rural
20021,Cherokee County, Kansas,49.1,Urban
20023,Cheyenne County, Kansas,100.0,Rural
20025,Clark County, Kansas,100.0,Rural
20027,Clay County, Kansas,49.5,Urban
20029,Cloud County, Kansas,44.0,Urban
20031,Coffey County, Kansas,70.9,Suburban
20033,Comanche County, Kansas,100.0,Rural
20035,Cowley County, Kansas,31.0,Urban
20037,Crawford County, Kansas,34.9,Urban
20039,Decatur County, Kansas,100.0,Rural
20041,Dickinson County, Kansas,64.3,Suburban
20043,Doniphan County, Kansas,70.2,Suburban
20045,Douglas County, Kansas,11.0,Urban
20047,Edwards County, Kansas,100.0,Rural
20049,Elk County, Kansas,100.0,Rural
20051,Ellis County, Kansas,25.6,Urban
20053,Ellsworth County, Kansas,54.1,Suburban
20055,Finney County, Kansas,18.6,Urban
20057,Ford County, Kansas,19.3,Urban
20059,Franklin County, Kansas,52.1,Suburban
20061,Geary County, Kansas,11.7,Urban
20063,Gove County, Kansas,100.0,Rural
20065,Graham County, Kansas,100.0,Rural
20067,Grant County, Kansas,19.8,Urban
20069,Gray County, Kansas,100.0,Rural
20071,Greeley County, Kansas,100.0,Rural
20073,Greenwood County, Kansas,61.3,Suburban
20075,Hamilton County, Kansas,100.0,Rural
20077,Harper County, Kansas,100.0,Rural
20079,Harvey County, Kansas,30.9,Urban
20081,Haskell County, Kansas,100.0,Rural
20083,Hodgeman County, Kansas,100.0,Rural
20085,Jackson County, Kansas,75.9,Suburban
20087,Jefferson County, Kansas,98.8,Suburban
20089,Jewell County, Kansas,100.0,Rural
20091,Johnson County, Kansas,3.8,Urban
20093,Kearny County, Kansas,100.0,Rural
20095,Kingman County, Kansas,62.1,Suburban
20097,Kiowa County, Kansas,100.0,Rural
20099,Labette County, Kansas,52.3,Suburban
20101,Lane County, Kansas,100.0,Rural
20103,Leavenworth County, Kansas,29.1,Urban
20105,Lincoln County, Kansas,100.0,Rural
20107,Linn County, Kansas,100.0,Rural
20109,Logan County, Kansas,100.0,Rural
20111,Lyon County, Kansas,26.3,Urban
20113,McPherson County, Kansas,43.5,Urban
20115,Marion County, Kansas,77.8,Suburban
20117,Marshall County, Kansas,71.0,Suburban
20119,Meade County, Kansas,100.0,Rural
20121,Miami County, Kansas,51.0,Suburban
20123,Mitchell County, Kansas,48.3,Urban
20125,Montgomery County, Kansas,43.4,Urban
20127,Morris County, Kansas,100.0,Rural
20129,Morton County, Kansas,100.0,Rural
20131,Nemaha County, Kansas,75.2,Suburban
20133,Neosho County, Kansas,45.1,Urban
20135,Ness County, Kansas,100.0,Rural
20137,Norton County, Kansas,49.0,Urban
20139,Osage County, Kansas,83.5,Suburban
20141,Osborne County, Kansas,100.0,Rural
20143,Ottawa County, Kansas,100.0,Rural
20145,Pawnee County, Kansas,31.7,Urban
20147,Phillips County, Kansas,53.8,Suburban
20149,Pottawatomie County, Kansas,58.9,Suburban
20151,Pratt County, Kansas,32.2,Urban
20153,Rawlins County, Kansas,100.0,Rural
20155,Reno County, Kansas,31.3,Urban
20157,Republic County, Kansas,100.0,Rural
20159,Rice County, Kansas,63.8,Suburban
20161,Riley County, Kansas,13.8,Urban
20163,Rooks County, Kansas,100.0,Rural
20165,Rush County, Kansas,100.0,Rural
20167,Russell County, Kansas,41.1,Urban
20169,Saline County, Kansas,14.6,Urban
20171,Scott County, Kansas,26.1,Urban
20173,Sedgwick County, Kansas,7.7,Urban
20175,Seward County, Kansas,11.4,Urban
20177,Shawnee County, Kansas,15.8,Urban
20179,Sheridan County, Kansas,100.0,Rural
20181,Sherman County, Kansas,24.2,Urban
20183,Smith County, Kansas,100.0,Rural
20185,Stafford County, Kansas,100.0,Rural
20187,Stanton County, Kansas,100.0,Rural
20189,Stevens County, Kansas,31.2,Urban
20191,Sumner County, Kansas,62.9,Suburban
20193,Thomas County, Kansas,30.8,Urban
20195,Trego County, Kansas,100.0,Rural
20197,Wabaunsee County, Kansas,100.0,Rural
20199,Wallace County, Kansas,100.0,Rural
20201,Washington County, Kansas,100.0,Rural
20203,Wichita County, Kansas,100.0,Rural
20205,Wilson County, Kansas,72.7,Suburban
20207,Woodson County, Kansas,100.0,Rural
20209,Wyandotte County, Kansas,6.1,Urban
21001,Adair County, Kentucky,75.5,Suburban
21003,Allen County, Kentucky,78.7,Suburban
21005,Anderson County, Kentucky,41.7,Urban
21007,Ballard County, Kentucky,100.0,Rural
21009,Barren County, Kentucky,63.3,Suburban
21011,Bath County, Kentucky,100.0,Rural
21013,Bell County, Kentucky,62.5,Suburban
21015,Boone County, Kentucky,13.3,Urban
21017,Bourbon County, Kentucky,44.7,Urban
21019,Boyd County, Kentucky,25.3,Urban
21021,Boyle County, Kentucky,34.8,Urban
21023,Bracken County, Kentucky,100.0,Rural
21025,Breathitt County, Kentucky,81.5,Suburban
21027,Breckinridge County, Kentucky,100.0,Rural
21029,Bullitt County, Kentucky,30.4,Urban
21031,Butler County, Kentucky,100.0,Rural
21033,Caldwell County, Kentucky,54.6,Suburban
21035,Calloway County, Kentucky,48.7,Urban
21037,Campbell County, Kentucky,15.3,Urban
21039,Carlisle County, Kentucky,100.0,Rural
21041,Carroll County, Kentucky,52.2,Suburban
21043,Carter County, Kentucky,79.4,Suburban
21045,Casey County, Kentucky,100.0,Rural
21047,Christian County, Kentucky,28.6,Urban
21049,Clark County, Kentucky,27.5,Urban
21051,Clay County, Kentucky,78.6,Suburban
21053,Clinton County, Kentucky,100.0,Rural
21055,Crittenden County, Kentucky,70.8,Suburban
21057,Cumberland County, Kentucky,100.0,Rural
21059,Daviess County, Kentucky,27.0,Urban
21061,Edmonson County, Kentucky,100.0,Rural
21063,Elliott County, Kentucky,100.0,Rural
21065,Estill County, Kentucky,76.1,Suburban
21067,Fayette County, Kentucky,3.1,Urban
21069,Fleming County, Kentucky,80.5,Suburban
21071,Floyd County, Kentucky,83.9,Suburban
21073,Franklin County, Kentucky,27.6,Urban
21075,Fulton County, Kentucky,64.4,Suburban
21077,Gallatin County, Kentucky,100.0,Rural
21079,Garrard County, Kentucky,77.9,Suburban
21081,Grant County, Kentucky,65.0,Suburban
21083,Graves County, Kentucky,69.4,Suburban
21085,Grayson County, Kentucky,73.6,Suburban
21087,Green County, Kentucky,100.0,Rural
21089,Greenup County, Kentucky,39.3,Urban
21091,Hancock County, Kentucky,89.3,Suburban
21093,Hardin County, Kentucky,34.2,Urban
21095,Harlan County, Kentucky,54.2,Suburban
21097,Harrison County, Kentucky,65.9,Suburban
21099,Hart County, Kentucky,87.2,Suburban
21101,Henderson County, Kentucky,38.2,Urban
21103,Henry County, Kentucky,100.0,Rural
21105,Hickman County, Kentucky,100.0,Rural
21107,Hopkins County, Kentucky,47.1,Urban
21109,Jackson County, Kentucky,100.0,Rural
21111,Jefferson County, Kentucky,1.4,Urban
21113,Jessamine County, Kentucky,25.9,Urban
21115,Johnson County, Kentucky,73.0,Suburban
21117,Kenton County, Kentucky,7.0,Urban
21119,Knott County, Kentucky,100.0,Rural
21121,Knox County, Kentucky,62.9,Suburban
21123,Larue County, Kentucky,76.0,Suburban
21125,Laurel County, Kentucky,56.8,Suburban
21127,Lawrence County, Kentucky,77.1,Suburban
21129,Lee County, Kentucky,100.0,Rural
21131,Leslie County, Kentucky,100.0,Rural
21133,Letcher County, Kentucky,100.0,Rural
21135,Lewis County, Kentucky,100.0,Rural
21137,Lincoln County, Kentucky,81.7,Suburban
21139,Livingston County, Kentucky,95.4,Suburban
21141,Logan County, Kentucky,75.0,Suburban
21143,Lyon County, Kentucky,100.0,Rural
21145,McCracken County, Kentucky,27.8,Urban
21147,McCreary County, Kentucky,100.0,Rural
21149,McLean County, Kentucky,100.0,Rural
21151,Madison County, Kentucky,38.5,Urban
21153,Magoffin County, Kentucky,100.0,Rural
21155,Marion County, Kentucky,71.5,Suburban
21157,Marshall County, Kentucky,85.9,Suburban
21159,Martin County, Kentucky,100.0,Rural
21161,Mason County, Kentucky,55.4,Suburban
21163,Meade County, Kentucky,85.9,Suburban
21165,Menifee County, Kentucky,100.0,Rural
21167,Mercer County, Kentucky,59.1,Suburban
21169,Metcalfe County, Kentucky,100.0,Rural
21171,Monroe County, Kentucky,100.0,Rural
21173,Montgomery County, Kentucky,59.1,Suburban
21175,Morgan County, Kentucky,100.0,Rural
21177,Muhlenberg County, Kentucky,68.4,Suburban
21179,Nelson County, Kentucky,56.9,Suburban
21181,Nicholas County, Kentucky,100.0,Rural
21183,Ohio County, Kentucky,73.5,Suburban
21185,Oldham County, Kentucky,20.3,Urban
21187,Owen County, Kentucky,100.0,Rural
21189,Owsley County, Kentucky,100.0,Rural
21191,Pendleton County, Kentucky,100.0,Rural
21193,Perry County, Kentucky,74.1,Suburban
21195,Pike County, Kentucky,87.8,Suburban
21197,Powell County, Kentucky,67.1,Suburban
21199,Pulaski County, Kentucky,53.9,Suburban
21201,Robertson County, Kentucky,100.0,Rural
21203,Rockcastle County, Kentucky,83.7,Suburban
21205,Rowan County, Kentucky,68.8,Suburban
21207,Russell County, Kentucky,100.0,Rural
21209,Scott County, Kentucky,32.5,Urban
21211,Shelby County, Kentucky,47.0,Urban
21213,Simpson County, Kentucky,45.2,Urban
21215,Spencer County, Kentucky,100.0,Rural
21217,Taylor County, Kentucky,52.2,Suburban
21219,Todd County, Kentucky,100.0,Rural
21221,Trigg County, Kentucky,79.4,Suburban
21223,Trimble County, Kentucky,94.7,Suburban
21225,Union County, Kentucky,65.3,Suburban
21227,Warren County, Kentucky,31.2,Urban
21229,Washington County, Kentucky,100.0,Rural
21231,Wayne County, Kentucky,67.7,Suburban
21233,Webster County, Kentucky,100.0,Rural
21235,Whitley County, Kentucky,65.2,Suburban
21237,Wolfe County, Kentucky,100.0,Rural
21239,Woodford County, Kentucky,36.2,Urban
22001,Acadia Parish, Louisiana,51.7,Suburban
22003,Allen Parish, Louisiana,69.4,Suburban
22005,Ascension Parish, Louisiana,13.2,Urban
22007,Assumption Parish, Louisiana,45.0,Urban
22009,Avoyelles Parish, Louisiana,63.8,Suburban
22011,Beauregard Parish, Louisiana,66.5,Suburban
22013,Bienville Parish, Louisiana,79.8,Suburban
22015,Bossier Parish, Louisiana,24.3,Urban
22017,Caddo Parish, Louisiana,14.4,Urban
22019,Calcasieu Parish, Louisiana,20.5,Urban
22021,Caldwell Parish, Louisiana,100.0,Rural
22023,Cameron Parish, Louisiana,100.0,Rural
22025,Catahoula Parish, Louisiana,100.0,Rural
22027,Claiborne Parish, Louisiana,82.4,Suburban
22029,Concordia Parish, Louisiana,33.5,Urban
22031,De Soto Parish, Louisiana,77.3,Suburban
22033,East Baton Rouge Parish, Louisiana,6.9,Urban
22035,East Carroll Parish, Louisiana,34.6,Urban
22037,East Feliciana Parish, Louisiana,100.0,Rural
22039,Evangeline Parish, Louisiana,61.1,Suburban
22041,Franklin Parish, Louisiana,74.2,Suburban
22043,Grant Parish, Louisiana,85.6,Suburban
22045,Iberia Parish, Louisiana,28.1,Urban
22047,Iberville Parish, Louisiana,59.2,Suburban
22049,Jackson Parish, Louisiana,65.5,Suburban
22051,Jefferson Parish, Louisiana,1.1,Urban
22053,Jefferson Davis Parish, Louisiana,50.7,Suburban
22055,Lafayette Parish, Louisiana,8.3,Urban
22057,Lafourche Parish, Louisiana,24.2,Urban
22059,La Salle Parish, Louisiana,73.2,Suburban
22061,Lincoln Parish, Louisiana,40.7,Urban
22063,Livingston Parish, Louisiana,41.1,Urban
22065,Madison Parish, Louisiana,22.4,Urban
22067,Morehouse Parish, Louisiana,50.0,Urban
22069,Natchitoches Parish, Louisiana,50.1,Suburban
22071,Orleans Parish, Louisiana,0.6,Urban
22073,Ouachita Parish, Louisiana,24.2,Urban
22075,Plaquemines Parish, Louisiana,19.5,Urban
22077,Pointe Coupee Parish, Louisiana,57.8,Suburban
22079,Rapides Parish, Louisiana,39.5,Urban
22081,Red River Parish, Louisiana,100.0,Rural
22083,Richland Parish, Louisiana,66.0,Suburban
22085,Sabine Parish, Louisiana,88.2,Suburban
22087,St. Bernard Parish, Louisiana,4.3,Urban
22089,St. Charles Parish, Louisiana,11.5,Urban
22091,St. Helena Parish, Louisiana,100.0,Rural
22093,St. James Parish, Louisiana,27.7,Urban
22095,St. John the Baptist Parish, Louisiana,13.4,Urban
22097,St. Landry Parish, Louisiana,48.2,Urban
22099,St. Martin Parish, Louisiana,49.6,Urban
22101,St. Mary Parish, Louisiana,13.0,Urban
22103,St. Tammany Parish, Louisiana,23.2,Urban
22105,Tangipahoa Parish, Louisiana,40.9,Urban
22107,Tensas Parish, Louisiana,100.0,Rural
22109,Terrebonne Parish, Louisiana,20.6,Urban
22111,Union Parish, Louisiana,82.9,Suburban
22113,Vermilion Parish, Louisiana,54.6,Suburban
22115,Vernon Parish, Louisiana,49.9,Urban
22117,Washington Parish, Louisiana,66.7,Suburban
22119,Webster Parish, Louisiana,53.0,Suburban
22121,West Baton Rouge Parish, Louisiana,30.5,Urban
22123,West Carroll Parish, Louisiana,100.0,Rural
22125,West Feliciana Parish, Louisiana,100.0,Rural
22127,Winn Parish, Louisiana,64.9,Suburban
23001,Androscoggin County, Maine,43.4,Urban
23003,Aroostook County, Maine,80.3,Suburban
23005,Cumberland County, Maine,36.1,Urban
23007,Franklin County, Maine,83.0,Suburban
23009,Hancock County, Maine,90.1,Suburban
23011,Kennebec County, Maine,62.8,Suburban
23013,Knox County, Maine,67.9,Suburban
23015,Lincoln County, Maine,100.0,Rural
23017,Oxford County, Maine,83.1,Suburban
23019,Penobscot County, Maine,57.7,Suburban
23021,Piscataquis County, Maine,100.0,Rural
23023,Sagadahoc County, Maine,61.7,Suburban
23025,Somerset County, Maine,80.5,Suburban
23027,Waldo County, Maine,91.3,Suburban
23029,Washington County, Maine,92.4,Suburban
23031,York County, Maine,56.8,Suburban
24001,Allegany County, Maryland,27.3,Urban
24003,Anne Arundel County, Maryland,5.3,Urban
24005,Baltimore County, Maryland,6.5,Urban
24009,Calvert County, Maryland,38.7,Urban
24011,Caroline County, Maryland,76.0,Suburban
24013,Carroll County, Maryland,39.5,Urban
24015,Cecil County, Maryland,42.1,Urban
24017,Charles County, Maryland,29.5,Urban
24019,Dorchester County, Maryland,56.2,Suburban
24021,Frederick County, Maryland,25.2,Urban
24023,Garrett County, Maryland,83.9,Suburban
24025,Harford County, Maryland,17.8,Urban
24027,Howard County, Maryland,9.3,Urban
24029,Kent County, Maryland,72.6,Suburban
24031,Montgomery County, Maryland,2.4,Urban
24033,Prince George's County, Maryland,2.0,Urban
24035,Queen Anne's County, Maryland,54.5,Suburban
24037,St. Mary's County, Maryland,50.4,Suburban
24039,Somerset County, Maryland,45.8,Urban
24041,Talbot County, Maryland,54.7,Suburban
24043,Washington County, Maryland,29.5,Urban
24045,Wicomico County, Maryland,25.8,Urban
24047,Worcester County, Maryland,35.5,Urban
24510,Baltimore city, Maryland,0.0,Urban
25001,Barnstable County, Massachusetts,7.5,Urban
25003,Berkshire County, Massachusetts,31.6,Urban
25005,Bristol County, Massachusetts,9.8,Urban
25007,Dukes County, Massachusetts,39.0,Urban
25009,Essex County, Massachusetts,4.2,Urban
25011,Franklin County, Massachusetts,54.4,Suburban
25013,Hampden County, Massachusetts,8.6,Urban
25015,Hampshire County, Massachusetts,27.4,Urban
25017,Middlesex County, Massachusetts,3.0,Urban
25019,Nantucket County, Massachusetts,18.9,Urban
25021,Norfolk County, Massachusetts,1.2,Urban
25023,Plymouth County, Massachusetts,10.3,Urban
25025,Suffolk County, Massachusetts,0.1,Urban
